   20.0   25.6   31.7   28.7   23.1   10.5   -0.1   -1.1   -3.6   -5.3A   1  161
   -8.3   -5.2   -0.7    3.7    9.6   15.5   20.5   14.3    7.3    2.1A   1  162
   -2.2   -7.0  -10.0   -7.5   -5.4   -2.9   -1.5    0.0   -0.1   -0.6A   1  163
   -1.1   -1.0   -0.3    0.1    1.6    5.3    8.6   12.6   15.4   13.1A   1  164
   10.2    5.6    0.6   -4.0   -9.8   -9.6   -4.6   -0.7    3.1    4.5A   1  165
    6.8    5.2    4.5    1.8   -0.2   -2.9   -2.8   -1.7   -0.6   -0.5A   1  166
   -1.7   -2.2   -3.6   -3.2   -0.7    1.4    4.1    6.5    6.3    5.2A   1  167
    0.6   -4.5   -7.6   -6.4   -6.5  -10.7  -16.1  -17.4  -11.7   -7.0A   1  168
   -3.6   -2.5   -0.2    0.4    3.6    8.2   11.5    7.0    3.8   -1.0A   1  169
   -2.5   -3.4   -4.1   -4.5   -6.5  -12.0  -11.7  -10.8   -9.8   -8.1A   1  170
   -7.6  -11.0  -13.8  -16.6  -14.4  -13.0  -11.1  -10.8   -9.8   -9.8A   1  171
   -6.3   -0.2    5.4   11.0   15.2   19.7   17.0   14.0   10.3    6.4A   1  172
    1.0   -6.7  -10.5  -12.2  -13.8  -16.6  -21.5  -26.9  -27.4  -21.7A   1  173
  -17.8  -11.6   -6.1    0.0    5.4    9.9   14.4   18.7   23.2   26.2A   1  174
   25.5   22.7   17.1   12.7    5.4   -4.7  -14.9  -21.0  -25.4  -25.2A   1  175
  -24.5  -22.6  -17.9  -13.6   -8.2   -1.4    4.4    8.9    9.7   10.0A   1  176
   10.0   10.4   13.6   12.1   10.0    7.2    1.9   -2.8   -8.3  -13.1A   1  177
  -19.0  -19.4  -13.9  -10.0   -4.4   -4.4   -4.0   -4.5   -4.9   -3.9A   1  178
   -2.1   -2.2   -1.6   -1.6   -1.2   -1.2    2.8    6.8   11.5    9.6A   1  179
    5.6    1.7   -3.1   -7.8   -9.2   -9.2   -9.5   -9.2   -8.6   -5.2A   1  180
   -2.2    1.4    3.8    3.4    3.4    2.9    4.0    5.4    6.7    8.5A   1  181
    8.7    7.7    7.0    6.1    7.5    8.7   10.2   11.1    9.0    7.5A   1  182
    5.3    6.2    7.9    9.7   11.8   13.5   10.5    7.7    4.4    1.2A   1  183
   -2.1   -4.2   -6.8   -8.7  -12.0  -15.9  -19.8  -23.3  -25.8  -27.0A   1  184
  -27.8  -28.7  -27.8  -27.0  -25.8  -25.1  -21.9  -17.3  -12.9  -10.9A   1  185
  -10.5   -9.5   -9.1   -7.2   -5.9   -4.0   -2.3    1.8    3.5    4.2A   1  186
    4.8    4.3    4.3    3.8    3.6    3.2    4.7    6.3    8.5   11.0A   1  187
   13.4   16.0   18.1   17.3   16.8   15.9   14.7   10.8    6.8    3.2A   1  188
    0.9    1.9    2.8    4.0    5.4    6.9    9.5   11.7   14.3   14.3A   1  189
   12.5   12.2   12.4   12.6   13.0   13.3   10.6    7.9    4.6    2.0A   1  190
    0.5   -1.1   -2.5   -1.1    1.8    4.3    7.6   10.3   13.3   10.1A   1  191
